FoodLicID,COMMENTS,LOCATIONCOMMENTS,LicenseFK,LicenseID
843,PATIO CONDITIONS: 1.) ALCOHOL WITH FOOD ONLY  2.) PATIO TO BE STAFFED AT ALL TIMES  3.) 11:00 P.M. CLOSING ON THE PATIO.,ONE ROOM ON THE FIRST FLOOR WITH KITCHEN IN REAR AND SMALL AREA IN REAR FOR STOCK AND  TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER.  DPW LAND,7912,LB-99518
844,Sunday opening at 9:00 A.M. for the service of food only. The Board granted the petition to serve alcohol at Sunday brunch beginning at 10 a.m.,In three rooms and kitchen on the first floor; cellar for stock  premises to include and to erect therein a waitress station and service bar (NO STOOLS OR SEATS AT SAID BAR).,7913,LB-99374
845,,Rear entrance for stock; two rooms and kitchen on first floor capacity 70; cellar for stock.,7914,LB-98967
846,(1) MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. (2) OUTDOOR PATIO'S OPERATING HOURS ARE 11:00 AM - 10:00 PM.,IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR WITH STORAGE IN REAR AND INCLUDES ONE ROOM IN THE BASEMENT FOR DINING. ALSO HAS AN OUTDOOR SEASONAL SIDEWALK PATIO FOR 22 PATRONS.,7915,LB-99520
847,NONE,ONE LARGE ROOM ON FIRST FLOOR WITH KITCHEN ON THE SIDE  AND ONE ROOM IN BASEMENT WITH STORAGE.,7916,LB-99811
848,NONE,"IN FOUR (4) ROOMS DINING AREA  BAR  LOUNGE AND TAKE-OUT.  KITCHEN IN REAR.  OUTDOOR PATIO SEATING.  APPROXIMATELY 6 240 SQ FT OF SPACE ON THE GROUND FLOOR OF BUILDING CONSISTING OF THE APPROXIMATELY 4 240 SQ FT OF ORIGINAL SPACE (THE ""ORIGINAL PREMISES"")  AND APPROXIMATELY 2000 SQUARE FEET OF SPACE",7917,LB-99496
849,NONE,ON TWO LEVELS.  MAIN LEVEL IN ONE ROOM DINING AREA  BAR  AND KITCHEN.  LOWER LEVEL FOR RESTROOMS AND STORAGE.  THE MAIN ENTRANCE/EXIT ON WASHINGTON STREET.  Capacity breakdown: 26 @ bar stools  64 @ tables & chairs; 30 standing.,7918,LB-99454
850,NONE,There are three entrances located in front of the premises on Fairmount Ave. The seating area  bar and kitchen are located on the first floor. The bar is located a few feet in from the middle door entrance. The cellar is used for stock.,7919,LB-134980
851,NONE,In one room on 1st floor with Bar. Entry & exit in front; emergency exit in rear. Kitchen & storage in rear.,7920,LB-99779
852,PATIO CONDITIONS: 1) HOURS OF OPERATION 11:00 AM-2:00 AM; 2) ALCOHOL SERVICE WITH FOOD ONLY;and3) PATIO TO BE STAFFED AT ALL TIMES.,IN ONE ROOM FIRST FLOOR WITH KITCHEN AND STOCKROOM AND ONE ROOM ON THE 2ND FLOOR; STOCKROOM IN THE BASEMENT.  INCLUDES AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER FOR 12 PATRONS ON DPW LAND.  INDOOR CAPACITY BREAKDOWN: 1ST FL = 228; 2ND FL = 167.,7921,LB-98972
853,Restricted,Approximately 2200 total square feet of space  including kitchen  three bathrooms (one handicapped)  tables and seats for 48 people  storage and office.  Entrances and exits are located on Massachusetts Ave and Harrison Ave.,7922,LB-121376
854,PATIO CONDITIONS: 11:00 A.M. - 10:00 P.M.;ALCOHOL SERVICE ONLY WITH FOOD;PATIO TO BE STAFFED AT ALL TIMES.,IN TWO ROOMS FIRST FLOOR WITH SERVICE KITCHEN; TWO ROOMS AND STORAGE ROOM IN THE BASEMENT AND  TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER FOR 37 PATRONS ON PRIVATE PROPERTY.,7923,LB-101573
855,1.) MALT ONLY 2.) 2:00 A.M. CLOSING HOUR ON FRIDAYS AND SATURDAYS FOR SERVICE OF FOOD ONLY.,1800 SQUARE FEET W/800 SQ FEET ON FIRST FLOOR & 1000 SQ FEET IN BASEMENT.  PREP KITCHEN IN BASEMENT  1 UNISEX BATHROOM IN BASEMENT  AND KITCHEN ON 1ST FLOOR.  ENTRANCE AT FRONT; SIDE DOOR EXIT AND REAR EXIT IN BASEMENT.,7924,LB-99871
856,,In two rooms and kitchen on the first floor; first floor 98 persons  one function room on the second floor 171 persons. Total capacity of 269.,7925,LB-98786
857,6:00 A.M. for the service of food Only.  SERVICE OF ALCOHOL ON SUNDAYS TO BEGIN AT 10:00 A.M. WITH BRUNCH.,Unnumbered side entrance on Sydney Street; In one room  on first floor; one room in basement.  CAPACITY BREAKDOWN: BASEMENT TOTAL 45 -- 4 @ STOOLS  30 @ TABLES & CHAIRS  11 STANDING; 1ST FLOOR TOTAL 99 -- 15 @ STOOLS  84 @ TABLES AND CHAIRS.,7926,LB-99211
858,THE BOARD GRANTED PERMISSION TO BEGIN FOOD AND ALCOHOL SERVICE AT 11:00 AM TO SERVE PATRONS FOR A 1:00 PM CELTICS GAME.,In one room with kitchen  entrance on Portland Street; exits into the building.,7927,LB-99321
859,NONE,IN ONE ROOM AND KITCHEN ON FIRST FLOOR; STORAGE AND KITCHEN PREP IN BASEMENT.,7928,LB-99753
860,1. Function room to close at midnight.  Alcohol service at 10:00 A.M. on Sundays in conjunction with brunch.,In one room on the first floor  kitchen in the rear  One dining room on the second floor  cellar for stock.,7929,LB-99398
861,PATIO CLOSING HOUR: MIDNIGHT,IN ONE LARGE ROOM ON SECOND FLOOR (LOBBY) OF WESTIN HOTEL WATERFRONT; KITCHEN  STORAGE AND OFFICE ON FIRST FLOOR WITH SEASONAL OUTDOOR SEATING FOR 40 PERSONS ON PRIVATE PROPERTY.,7930,LB-99041
862,10:00 A.M. ON SUNDAYS FOR THE SALE OF ALCOHOLIC BEVERAGES WITH BRUNCH.,IN WHOLE OF SAID BUILDING AND TO EXTEND TO THE WEST BUILDING. (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.),7931,LB-101647
863,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,ONE ROOM WITH KITCHEN ON FIRST FLOOR  STORAGE IN THE BASEMENT ENTRANCE AT 289 CAUSEWAY STREET  EXIT AT PRINCE STREET.,7932,LB-99774
864,NONE,ON TWO (2) FLOORS  FIRST FLOOR: KITCHEN  STORAGE AND RESTROOMS.  SECOND FLOOR: INDOOR DINING (+/-923 SF) INCLUDING DINING SEATING FOR FOURTEEN (14) AND DINING COUNTER SEATING FOR SIXTEEN (16); OUTDOOR PATIO (+/-317 SF) WITH SEATING FOR TWENTY-TWO (22).  ANNUAL OUTDOOR PATIO LOCATED ON PRIVATE PROPER,7933,LB-98940
865,1. Food service only until 3:00 A.M. all patrons out by 3:30 A.M. 2. Serve and deliver food and alcoholic beverages from ll:00  A.M. on Sundays. Capacity as follows 338 persons on 52nd floor  499 persons on the 50th floor.,800 Boylston Street - Entire fifty-second floor and one room (Skywalk) on the 50th floor.  Capacity breakdown: 50th fl (function room) - 499; 52nd fl (restaurant) - 338.,7934,LB-98947
866,NONE,ON 1ST FLOOR  MAIN ENTRANCE THROUGH COURTYARD ON MELNEA CASS BOULEVARD. 2ND ENTRANCE ON MASSACHUSETTS AVENUE.  BAR AND DINING ROOM IN ONE (1) MAIN ROOM.  ADDITIONAL DINING SEATING IN TWO (2) REAR DINING ROOMS.  FIVE (5) PRIVATE DINING AREAS.  KITCHEN AND STORAGE IN REAR.  801 MASSACHUSETTS AVENUE  B,7935,LB-98981
867,,Front entrance on Charles Street; Exit in rear to Cedar Lane Way; In one room and kitchen on first floor; Cellar for stock Only.,7936,LB-99517
868,NONE,In one large room and kitchen on the first floor.,7937,LB-98803
869,A.) ALCOHOL WITH FOOD ONLY  B.) NO BAR.,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.,7938,LB-99770
870,1.) 1:00 A.M. CLOSING HOUR 2.) ALCOHOL SERVED AT TABLES ONLY WITH FOOD ORDERED FROM THE MENU.,IN ONE ROOM ON FIRST FLOOR WITH DINING  KITCHEN SPACE AND BAR AREA; MAIN ENTRANCE/EXIT ON DALTON STREET  EXIT TO ABUTTING SPACE AND TO STREET  EXIT TO PARKING GARAGE AND EXIT THROUGH ELEVATOR LOBBY.  50B DALTON STREET  BOSTON  MA  02115,7939,LB-99330
871,NONE,On two floors  including one large room on the ground floor  with storage  kitchen  office and private dining room; one large room on first floor with kitchen and dining; to include outdoor seating on private property for 16 patrons between the hours of 11:00 a.m.- Midnight.,7940,LB-99539
872,A.) 1:30 A.M. LAST CALL,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.  ONE ROOM ON THE SECOND FLOOR; STORAGE IN THE REAR.  CAPACITY BREAKDOWN: 1ST FL - 29  2ND FL - 54.,7941,LB-99260
873,NONE,Bulkhead entrance to cellar from yard in rear for stock; in two rooms on first floor; cellar for stock.,7942,LB-99344
874,NONE,In one room and kitchen on the first floor; cellar for stock.,7943,LB-104346
875,,IN ONE ROOM ON FIRST FLOOR WITH KITCHEN IN REAR; ENTRANCES AT FRONT AND REAR; CELLAR FOR STOCK.,7944,LB-99561
876,1.) NO BAR  2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.,7945,LB-99805
877,NONE,One room  basement level  prep area in the back.,7946,LB-155925
878,,Rear entrance from alley to kitchen and bulkhead entrance to cellar for stock - in two rooms and kitchen on the first floor; cellar for stock.,7947,LB-98956
879,,Two dining room with kitchen and storage area on basement level; Entrance at 69 Bromfield Street; Exit at Bosworth Street  sidewalk elevator entrance to basement for stock. CAPACITY  112 SEATED   18 STANDING,7948,LB-99246
880,ALCOHOL CAN BE SERVED WITH BRUNCH STARTING AT 10:00 AM ON SUNDAYS.,IN TWO ROOMS ON THE FIRST FLOOR WITH KITCHEN IN THE REAR AND STORAGE IN THE BASEMENT. INCLUDES A SEASONAL OUTDOOR CAF FOR 72 PATRONS BETWEEN THE HOURS OF NOON - 11:00 P.M.  PREMISES EXPANDED TO INCLUDE 571 WASHINGTON STREET. CAPACITY BREAKDOWN: 111 PERSONS SEATED  52 PERSONS STANDING.,7949,LB-99025
881,NONE,FIRST FLOOR  TABLE SERVICE IN FRONT  SERVICE BAR & KITCHEN IN REAR.  ENTRY IN FRONT WITH 2ND EGRESS IN REAR.  BASEMENT FOR STORAGE AND OFFICE. AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PUBLIC SIDEWALK FOR 12 PATRONS BETWEEN THE HOURS OF 10:00 A.M. - 10:00 P.M.,7950,LB-99820
882,,In one room and kitchen on the first floor; storage in basement.,7951,LB-99560
883,NONE,In one (1) large room and kitchen and storage on first floor; entrance on Brookline Avenue with emergency exits to adjacent parking area.  Capacity breakdown per ISD: 220 seating; 200 standing.,7952,LB-99217
884,NONE,APPROXIMATELY 16 000 SQ. FT. BREW PUB WITH FULL SERVICE RESTAURANT AND MICRO-BREWERY ON THE 1ST AND 2ND FLOORS INCLUDING AN OUTDOOR PATIO.  INCLUDING 2 ENTRANCES  2 EMERGENCY EXITS  LOCATED AT 110 CANAL STREET; BOSTON  MA 02114.,7953,LB-99068
885,CAPACITY BREAKDOWN: INTERIOR - 304 (28 @ STOOLS  276 @ TABLES & CHAIRS); EXTERIOR - 104 @ TABLES & CHAIRS.,IN ONE LARGE ROOM ON GROUND FLOOR WITH KITCHEN  PRIVATE DINING AREAS & BATHROOMS; & ONE LARGE ROOM FOR OFFICE  STORAGE  PREP & ADDITIONAL KITCHEN SPACE ON 2ND FLOOR; ENTRANCES/EXITS TO CONGRESS STREET  OUTDOOR PATIO AND THROUGH BUILDING LOBBY;,7954,LB-99160
886,11:00 A.M. OPENING ON SUNDAYS,IN ONE ROOM ON STREET LEVEL  WITH KITCHEN  DINING ROOM AND THREE BATHROOMS; STORAGE IN THE BASEMENT.,7955,LB-99432
887,1. Delivery on Bowdoin Street  not in alley. 2. Keep corner clear. 3. Food avalilable at all times. 4. Lunch & Dinner menus.,Rear exit to alley  One room and kitchen first floor; one room  kitchen and stockroom second floor.  CAPACITY BREAKDOWN: 1ST FL - 57; BASEMENT - 51.,7956,LB-98924
888,PATIO CONDITIONS: 1)MUST CLOSE AT 10:00P.M.; 2) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS; AND3)MUST BE STAFFED AT ALL TIMES.BOARD APPROVED 11:00 A.M. OPENING ON SUNDAYS FOR BRUNCH WITH ALCOHOL TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,DINING FACILITIES AND KITCHEN ON THE FIRST FLOOR WITH STORAGE IN LOWER LEVEL.  ENTRANCE AND EXIT ON CANAL STREET.  INCLUDES AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER ON CANAL STREET FOR 38 PATRONS.,7957,LB-99008
889,NONE,THE VIRGIN ATLANTIC CLUB IS LOCATED IN 500 TERMINAL E WITHIN LOGAN AIRPORT.  THERE ARE (2) ENTRANCES AND EXITS WITHIN APPROXIMATELY 1200 SQ. FT. CLUB LOUNGE.  THERE IS 1 ELEVATOR THAT SERVICES THE TWO LEVELS OF THE CLUB.  THERE IS ONE BAR ON THE PREMISE.  ALCOHOL WILL BE STORED WITHIN A LOCKED CAB,7958,LB-137619
890,NONE,Approximately 4 650 square feet of space on the ground floor with one entrance and two exits  dining area  restrooms  kitchen and food storage area. See attached floor plan.,7959,LB-146396
891,1. No Bar. 2. Alcoholic Beverages to be served only in conjunction with meals. 3. Patio Hours: Noon - Midnight,In one room on the first floor; kitchen in the rear. In 2 rooms on second floor for prep area & storage  basement for storage and to include an outdoor seasonal patio on Private Property for 54 patrons between the hours of Noon - Midnight.  Capacity breakdown: seating dining - 44  bar standing - 5.,7960,LB-99498
892,,IN ONE ROOM ON FIRST FLOOR  WITH KITCHEN AND RESTROOMS; BASEMENT FOR STORAGE.  Capacity breakdown: 151 seated  81 standing.,7961,LB-99052
893,1'st floor 157 during the day  320 @ night  2'nd floor 262,IN ONE ROOM ON FIRST FLOOR  WITH KITCHEN AND RESTROOMS; ONE ROOM ON THE SECOND FLOOR WITH RESTROOMS  BASEMENT FOR STORAGE; ENTRANCE/EXITS ONTO UNION STREET  REAR  EXIT ONTO PUBLIC ALLEY.,7962,LB-99420
894,OUTDOOR SEASONAL PATIO OPERATING HOURS ARE 10:00 AM - 10:00 PM.,ON 1ST FLOOR  IN ONE ROOM AND A KITCHEN; ON 2ND FLOOR  IN ONE ROOM; AND ON 3RD FLOOR  STOCK.  INCLUDES AN OUTDOOR SEASONAL PATIO FROM APRIL - OCTOBER FOR 20 PATRONS.  INDOOR CAPACITY BREAKDOWN: 1ST FL - 26  2ND FL - 20.,7963,LB-98914
895,NONE,Two entrances from private alleyway for receiving; In whole of said  building.,7964,LB-98801
896,A.) NO LIVE ENTERTAINMENT  B.) LEASE RESTRICTIONS TO BE INCORPORATED BY REFERENCE.,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.,7965,LB-99441
897,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,IN TWO ROOMS ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.,7966,LB-99639
898,A.) ALCOHOL NOT TO BE SERVED UNTIL 1:00 P.M.  B.) SATURDAY ALCOHOL SERVICE NOT TO BEGIN UNTIL CHILDRENS' LEAGUES HAVE COMPLETED PLAY.,INSIDE OF THE BOWLING ALLEY - IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN  STORAGE IN THE BASEMENT.,7967,LB-99636
899,NONE,Rear door for stock; in whole of said building.,7968,LB-98795
900,,One room first floor; Cellar for stock.  Capacity breakdown: 1st fl - 69 (sun room); 20 (bowling alley); 8 (game area); 3rd fl - scenario 1 (great hall table & chairs) - 80 max; scenario 2 (auditorium style for meetings) - 231.,7969,LB-98846
901,1.) 24 HOURS FOR FOOD ONLY  2.) 1:00 A.M. CLOSING ON PATIO,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE ON THE REAR  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER FOR 17 PATRONS BETWEEN THE HOURS OF 10:00 A.M. - 1:00 A.M.  DPW LAND,7970,LB-99852
902,1.) ALCOHOL AT TABLES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. PATIO CONDITIONS: 1.) 2:00 A.M. CLOSING HOUR 2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 3.) NO BAR.,IN ONE ROOM WITH KITCHEN AND STORAGE ON GROUND FLOOR; ENTRANCE FROM BUILDING LOBBY; ADDITIONAL EXIT TO HARRISON AVENUE  AND EMERGENCY EXIT TO WALTHAM STREET AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER FOR 62 PATRONS ON PRIVATE PROPERTY.  MANAGEMENT AGREEMENT APPROVED BETWEEN,7971,LB-99194
903,300 PERSONS TOTAL: PATIO SEATING: 60 PERSONS PRIVATE DINING SEATING: 51 PERSONS BAR STOOLS: 19 PERSONS BAR TABLES AND CHAIRS: 22 PERSONS DINING TABLES AND CHAIRS: 126 PERSONS STANDING: 22 PERSONS,IN TWO ROOMS INCLUDING FUNCTION ROOM ON GROUND FLOOR WITH KITCHEN AND BATHROOMS; ONE ROOM ON MEZZANINE LEVEL FOR DINING AND BAR AREA; AND A SEASONAL OUTDOOR PATIO FROM APRIL THROUGH OCTOBER ON PRIVATE PROPERTY FOR 30 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 2:00 A.M.( MANAGEMENT AGREEMENT APPROVED,7972,LB-99488
904,,One room and kitchen first floor  cellar for stock and office.,7973,LB-99318
905,NONE,On first floor with kitchen to rear. Bar area for approximately 16 patrons. Dining area for approximately 90 patrons. No separation between dining and bar area. Courtyard patio on private property with 40 patrons. Public sidewalk patio for 20 patrons. Both patios with an 11:00 p.m. Closing Hour.,7974,LB-139452
906,NONE,In two rooms on first floor  with a bar with 12 seats  kitchen in rear. Food prep & storage in basement. Also to include an outdoor patio on private property with seating for 48 between the hours of 6:00 a.m. - 1:00 a.m.,7975,LB-134971
907,1) CLOSING HOUR FOR 12:00 A.M. FOR SERVICE OF ALCOHOLIC BEVERAGES  AND1:00 A.M. FOR FOOD SERVICE ONLY. 2) ALCOHOL WILL BE SERVED AT TABLES ONLY IN CONJUNCTION WITH MENU FOOD. PATIO CONDITIONS: 1) OPERATING HOURS 11:00 A.M.-10:00 P.M.; 2)LIMITED TO TWO TABLES AND FOUR CHAIRS  TO BE STORED INSIDE DURING PATIO'S NON-OPERATING HOURS; AND 3) NO ALCOHOL TO BE SERVED OR CONSUMED AT OUTDOOR TABLES.,@ 47AB-49AB MASSACHUSETTS AVENUE: IN TWO ROOMS WITH KITCHEN AREA ON 1ST FLOOR; REAR EXIT FOR EMERGENCY AND STOCK; AND CELLAR FOR STOCK.  INCLUDES AN OUTDOOR SEASONAL (APRIL-OCTOBER) PATIO FOR 4 PATRONS.,7976,LB-99827
908,PATIO HOURS: 12 NOON - 2:00 A.M. PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) PATIO TO BE STAFFED AT ALL TIMES.,ENTRANCE AND EXIT AT 120-124 BOYLSTON PLACE; IN THREE ROOMS  KITCHEN AND TWO STORAGE ROOMS IN BASEMENT  WITH AN EXIT IN ALLEY IN RENSAELLER PLACE AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FROM APRIL THROUGH OCTOBER FOR 32 PATRONS.  CAPACITY BREAKDOWN: 520 PERSONS.,7977,LB-101576
909,MINI BAR PATIO CONDITIONS: 1.) CLOSING HOUR 12:30 A.M.  2.) NO MORE THAN 24 PATRONS  3.) ALCOHOL SERVICE WITH FOOD ONLY.   BOTTLE SERVICE APPROVED BY BLB (5/19/08).,IN ONE ROOM ON FIRST FLOOR WITH BAR AT EAST WALL  MAIN ENTRANCE TO HOTEL LOBBY AND EXIT TO HUNTINGTON AVENUE.  IN 2 ROOMS  KITCHEN AND STOCKROOM IN BASEMENT.  SUB-BASEMENT FOR STOCK ALSO TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FROM APRIL THROUGH OCTOBER.  CAPACITY BREAKDOWN: MINI BA,7978,LB-99067
910,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS AT 11:00 A.M. AND OPEN ON SUNDAYS MORNINGS AT 9:00 A.M. FOR BREAKFAST WITH SERVING FOOD ONLY.,unnumbered side entrance on Williams St.and bulkhead in rear to cellar for stock. Three rooms   kitchen and office on first floor  cellar for stock.  Capacity breakdown: 110 lounge; 98 restaurant; 57 backroom.  3478-3484 WASHINGTON STREET  JAMAICA PLAIN  MA  02130,7979,LB-99280
911,,282 Bennington St.; In two rooms  kitchen and storage on the second floor,7980,LB-99125
912,PATIO CONDITIONS:  1.) ALCOHOL SERVICE ONLY IN CONJUNCTION WITH FOOD  2.) MUST BE STAFFED AT ALL TIMES.,IN ONE ROOM AND KITCHEN  FIRST FLOOR BASEMENT FOR STOCK AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FOR 20 PATRONS BETWEEN THE HOURS OF NOON AND 11:00 P.M. DPW LAND,7981,LB-98969
913,,Unnumbered side entrance to kitchen on Leeds Street for stock; in one room and kitchen on first floor; cellar for stock.,7982,LB-99046
914,A.) ALCOHOL SERVICE WITH FOOD ONLY.  B.) NO BAR,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.,7983,LB-99781
915,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) NO BAR,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.,7984,LB-99659
916,NONE,THE STORE FRONT IS THE MOST NORTHEAST SECTION OF THE BUILDING ON 84-100 PETERBOROUGH STREET BOSTON  MA 02215.  THE LOCATION IS ROUGHLY 1600 SQUARE FEET.  2 ENTRY/EXITS ON THE FIRST FLOOR IN THE FRONT OF THE BUILDING.  EXIT IN BACK OF THE BUILDING IN THE BASEMENT FOR DELIVERY.  THE MAIN KITCHEN IS IN,7985,LB-99679
917,1) MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2) NO BAR.,In one room on the first floor with kitchen in the rear and basement for storage.,7986,LB-99592
918,NONE,Rear emergency exits; in whole of said buiding.  CAPACITY BREAKDOWN: 1ST FL - 105; 2ND FL - 85; 3RD FL - 6; 4TH FL - 6.,7987,LB-98779
919,THE BOARD PERMITS BOTTLE SERVICE.,ON LOWER LEVEL IN ONE ROOM: BAR  SEATING AREA  RESTROOMS.,7988,LB-101580
920,10:00 A.M. OPENING ON SUNDAYS FOR THE SERVICE OF ALCOHOL IN CONJUNCTION WITH BRUNCH.,In two rooms and kitchen on first floor; One room and kitchen on the second floor; one room and kitchen and stock room in basement.  Capacity breakdown: 1st fl - 227; 2nd fl (nightclub configuration) - 282/ 2nd fl (tables & chairs) - 222.,7989,LB-99188
921,NONE,A 59 CAPACITY TAVERN/PUB SERVING ALCOHOL AND FOOD.  900 SQUARE FEET OF RETAIL ON MAIN LEVEL WITH ADDITIONAL 800 (NOT COUNTED FOR CAPACITY) IN BASEMENT WITH WATER HEATER/FURNACE  AND USED AS OFFICE SPACE.  ONE MAIN ENTRANCE/EXIT ON E SECOND STREET  PLUS 2 ADDTIONAL EXITS-ONE BASEMENT LEVEL  ONE MAIN,7990,LB-99061
922,,ONE ROOM WITH KITCHEN AND STORAGE ON THE BASEMENT LEVEL  MAIN ENTRANCE AT 292 HANOVER STREET AND WESLEY PLACE.,7991,LB-99083
923,,Two entrances exits to Market Sq. Emergency exit to garage of 60 State St.; Three lounge areas  including bar  Five dining areas  including greenhouse  separate capacity  Entire 33rd floor. additional 6 private and public dining rooms.,7992,LB-99230
924,,ONE FLOOR ON STREET LEVEL WITH SEATING AREA  KITCHEN  AND BATHROOMS; STORAGE IN BASEMENT.  Capacity breakdown: daytime - 96 seated  48 standing; Nighttime (w/tables & chairs removed) - 42 seated  148 standing  9 employees.,7993,LB-99171
925,A.) Midnight Closing Hour: Sunday through Wednesday B.)1:00 a.m. Closing Hour: Thursday/Friday/Saturday - no patrons admitted after Midnight  all patrons off premises by 1:00a.m.  food to be available at all times. 1. Alcoholic beverages served at tables only in conjunction with food 2. Trash Stored in a Locked Dumpster 3.  Patio to Close at 11:00 P.M. 4.  Bar seating not to exceed 18 patrons (+ 5 sofa or chair seats),188-190-192 NEWBURY STREET  BOSTON  MA 02116 - IN TWO ROOMS AND KITCHEN ON FIRST FLOOR  IN ONE ROOM AND STORAGE ON MEZZANINE LEVEL. Capacity breakdown: mezzanine seating - 36; inside seating - 144; bar seating - 26; waiting area - 9; patio seating - 80.,7994,LB-99358
926,HOURS OF OPERATION MONDAY- FRIDAY 11:30-2:00 A.M. SATURDAY 10:00 A.M.-2:00 A.M. SUNDAY 10:OO A.M. -1:00 A.M.,IN ONE ROOM  ON FIRST FLOOR  MAIN ENTRANCE/EXIT ON WEST BROADWAY.  KITCHEN AND STORAGE IN REAR.,7995,LB-99071
927,INSIDE CLOSING HOUR:SUNDAY-WEDNESDAY  12:00 A.M.; THURSDAY-SATURDAY  1:00 A.M.INSIDE SERVICE CONDITIONS:1) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS AT TABLES; 2) AGREEMENT WITH UNION PARK  ELLIS NEIGHBORHOOD ASSOCIATIONS HEREBY INCORPORATED BY REFERENCE. OUTDOOR PATIO CONDITIONS: 1) 28 PATRONS; 2) CLOSING HOUR: SUNDAY  MONDAY 10:00 P.M.;TUESDAY-SATURDAY  11:00 P.M.; 3) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS; AND4) PATIO MIUST BESTAFFED AT ALL TIMES.,ON FIRST FLOOR; IN ONE ROOM  MAIN DINING AREA  BAR  PRIVATE DINING AREA AND RESTROOM.  STORAGE  KITCHEN AND RESTROOMS IN BASEMENT. AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM,7996,LB-99009
928,,In one room and kitchen on first floor; cellar for stock.,7997,LB-99103
929,11 PM CLOSING SUNDAY-THURSDAY  MIDNIGHT CLOSING HOUR; FRIDAY  SATURDAY. ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUCTION WITH MEALS.,IN ONE ROOM ON GROUND FLOOR WITH STORAGE IN BASEMENT; ENTRANCE AT 373 HANOVER STREET; EXIT AT REAR AT 371 HANOVER STREET.,7998,LB-99824
930,,Two rear exits for emergency;in 1 room & kitchen area on the 1st floor; rear basement for stock.  476 persons - 38 persons seated; 438 persons standing,7999,LB-98954
931,NONE,A STOREFRONT RESTAURANT WITH PUBLIC FRONT ENTRY AND SERVICE REAR ENTRY AND A TOTAL OF 35 SEATS AND WITH KITCHEN AND STORAGE TO THE REAR OF THE RESTAURANT SEATING AREA.,8000,LB-99873
932,NONE,ONE ROOM ON FIRST FLOOR WITH KITCHEN IN REAR  FRONT DOOR ON TYLER STREET WITH ADDITIONAL EXIT ON BEACH STREET; BASEMENT FOR STORAGE AND PREPARATION.,8001,LB-99773
933,Food available all time-Funct. room used Only by outside group.,One room kitchen & stockroom first floor; Function room on second floor.,8002,LB-99131
